@relation		textmining-train

@attribute		description		string
@attribute		isBug			{0, 1}


@data
"Deadlock in VmPipe mode It is possible to get threads for the VmPipe implementation to deadlock when reusing connectionsSee VmPipeSessionCrossCommunicationTest",1
"Create a ChannelWriteFilter Create a ChannelWriteFilter as described in DIRMINA282",0
"Generics support for IoHandler It would be nice to have generics support for IoHandler so that messageReceived and messageSent would be called with the appropriate generic types",0
"Make use of covariant return types Using covariant return types will reduce the downcasting effort",0
"Software grant for a KeepAlive functionality Sending the source by zip as advised by Robert",0
"Heartbeat message sending filter We need a filter that sends a certain message to the remote peer periodically to let the remote peer that the local peer is alive  It is very easy to implement and will be very helpful",0
"Allow binding multiple SocketAddresses per IoAcceptor 20M1SNAPSHOT allows only one SocketAddress to be bound per IoAcceptor  People want to bind the same protocol handler into more than one NICs with different port",0
"check the samples works both on jdk15 and jdk16 manully run the samples both on jdk15 and 16make sure runtime work well",0
"ByteBufferindexOfbyte StringindexOf for ByteBuffer would save a lot of time searching for a certain data such as NUL",0
"Example HTTP server using ProtocolCodeFactory The attached files implement a HTTP server by providing a protocol codec for HTTP requests",0
"Reliable hang of DS during query In DIRSERVER586 I describe a weird behaviour where channels vanish from the SocketIoProcessors selector I strongly suspect theres a problem wit MINA here",1
"Possible parameter corruption for messageSent event Writing various messages from multiple threads can cause the corruption of parameters of messageSent event",1
"CharsetgetDefaultEncoding doesnt work with JDK 160beta2 version check doesnt exist  versionstartsWith 16 ",1
"Create a utility to list ports and sockets being used Create a utility to list the sockets and ports MINA is binding to and list the handlers attached to them ",0
"Typo error in ObjectSerializationCodecFactory Get is misspelled as ger",1
"wsdlvalidator failed with imported wsdl wsdlvalidator toolswsdltotestsrctestresourceswsdl2javawsdlcxf1095helloworldserviceswsdl",1
"DatagramAcceptor and DatagramConnector doesnt provide socket properties DatagramAcceptor and DatagramConnector doesnt provide socket properties such as SOREUSEADDR and SOBROADCAST",1
"DatagramBindTest fails with too many open files SocketException It seems like the file descriptor in DatagramChannel is not released when unbind",1
"wsdlvalidator failed with recursive wsdl wsdlvalidator failed with toolswsdltotestsrctestresourceswsdl2javawsdlcxf778helloworldrecursivewsdl",1
"filter for writing streams a filter for easy stream writing would be usefullI append a zip with that kind of filter",0
"JavaDocs to ByteBuffer to link to javanioByteBuffer Simple patch attached that modifies the javadocs on minas ByteBuffer to include links to the corresponding methods in the nio BufferByteBuffer",0
"SSLFilter has to dispose SSLEngine when the filter is removed from a chain SSLFilter should dispose of the SSLEngine object when SSLFilter is removed from the session",1
"ByteBuffergetString throws an IllegalStateException ByteBuffergetString throws an IllegalStateException if the specified buffer contains only 0x00s",1
"Get the Service from which a connection is accepted When a new connection is accepted may be usefull to know the related Service",0
"BlacklistFilter should block sessions in sessionCreated event handler It is simpler and more effective",1
"Mock objects that helps unit testing Unittesting MINA applications requires a bogus implementation of IoSession and many other classes  Providing premade mock objects will help users test their applications",0
"Add TLS closure support to SSLFilter SSLFilter doesnt support TLS closure closenotify in RFC 2246 at all  It is required to applications that want to switch between TLS and nonTLS mode",0
"MINA for JDK13 MINA for JDK13add package of :orgapacheminabiosocketorgapacheminabuffermain change on package of orgapacheminacommonTODO: see TODOtxt in the eclipse project",0
"Make core support JDK 13 We can make MINA run in JDK 09 if we make ByteBuffers more extensible",0
"Object serialization filter Users with no time to implement PDUs will be able to get a lot of benefit from this filter to test their protocol logic implementation",0
"Overload prevention Lets improve thread pool filter to enable users can control overload situation",0
"Performance profiler filter We could profile event handler methods of ProtocolHandler to find bottleneck in runtime  It will be very useful because filters can be added and removed on the fly in runtime",0
"SSL Filter: problems when client doesnt flush after handshake When a client doesnt flush SSL packets after handshake is completed the current SSL filter skips data send after the hanshake is completed",1
"BUFFEROVERFLOW error in SSLFilter There are still cases where BUFFEROVERFLOW exceptions are throw in SSLFilter",1
